Order ID,Product ID,Location ID,Sales Person ID,Customer ID,Order Date,Quantity,Price
OID10251,PID2040,A116,EMP1012,C1631,10-12-2020,3,1889
OID10252,PID2091,A173,EMP1031,C1602,17-10-2020,4,368
OID10253,PID2075,A109,EMP1005,C1514,05-03-2020,3,400
OID10255,PID2064,A102,EMP1036,C1184,26-02-2020,2,1414
OID10257,PID2001,A140,EMP1036,C1082,11-01-2020,1,951
OID10258,PID2043,A168,EMP1009,C1273,11-09-2020,4,545
OID10260,PID2027,A130,EMP1033,C1028,09-02-2020,3,2497
OID10263,PID2070,A162,EMP1042,C1758,26-11-2020,1,1671
OID10265,PID2074,A149,EMP1003,C1096,04-09-2020,2,504
OID10267,PID2036,A173,EMP1000,C1773,08-04-2020,2,1582
OID10269,PID2095,A136,EMP1012,C1506,10-10-2020,4,1743
OID10270,PID2012,A130,EMP1002,C1003,17-10-2020,1,1353
OID10273,PID2010,A113,EMP1030,C1666,11-12-2020,1,1812
OID10277,PID2096,A140,EMP1035,C1061,13-07-2020,1,1587
OID10285,PID2050,A145,EMP1030,C1743,26-10-2020,1,2391
OID10287,PID2052,A136,EMP1020,C1392,14-11-2020,1,1526
OID10288,PID2097,A150,EMP1044,C1459,19-01-2020,1,1052
OID10289,PID2056,A165,EMP1044,C1523,03-01-2020,1,1635
OID10293,PID2069,A122,EMP1038,C1254,27-07-2020,1,378
OID10296,PID2070,A139,EMP1041,C1152,02-08-2020,3,1671
OID10298,PID2015,A116,EMP1020,C1250,31-10-2020,1,637
OID10300,PID2032,A126,EMP1043,C1376,18-11-2020,1,1967
OID10309,PID2068,A157,EMP1008,C1755,06-11-2020,1,1500
OID10310,PID2091,A111,EMP1011,C1198,15-03-2020,2,368
OID10311,PID2088,A159,EMP1010,C1727,27-05-2020,3,603
OID10312,PID2042,A114,EMP1010,C1515,24-04-2020,3,203
OID10315,PID2080,A104,EMP1018,C1425,19-11-2020,2,2353
OID10327,PID2050,A112,EMP1039,C1773,09-05-2020,4,2391
OID10329,PID2090,A152,EMP1043,C1388,02-02-2020,2,1338
OID10330,PID2037,A139,EMP1008,C1635,12-11-2020,3,880
OID10332,PID2077,A116,EMP1032,C1325,22-05-2020,3,530
OID10342,PID2094,A106,EMP1013,C1213,13-03-2020,1,771
OID10344,PID2033,A146,EMP1005,C1492,11-01-2020,1,2182
OID10354,PID2070,A159,EMP1022,C1392,13-05-2020,3,1671
OID10357,PID2074,A154,EMP1043,C1798,10-07-2020,4,504
OID10361,PID2034,A132,EMP1024,C1020,26-06-2020,1,871
OID10366,PID2059,A107,EMP1006,C1107,23-03-2020,3,1494
OID10368,PID2024,A105,EMP1037,C1784,24-09-2020,1,356
OID10371,PID2099,A170,EMP1037,C1672,27-12-2020,1,1367
OID10374,PID2091,A171,EMP1043,C1090,27-01-2020,3,368
OID10375,PID2058,A116,EMP1023,C1503,17-08-2020,1,2257
OID10376,PID2024,A128,EMP1002,C1426,03-03-2020,4,356
OID10379,PID2044,A137,EMP1032,C1338,29-12-2020,1,886
OID10382,PID2038,A171,EMP1005,C1450,25-03-2020,3,392
OID10386,PID2058,A167,EMP1024,C1141,18-03-2020,3,2257
OID10388,PID2007,A148,EMP1015,C1402,23-02-2020,1,1405
OID10389,PID2090,A132,EMP1036,C1620,13-11-2020,2,1338
OID10391,PID2065,A104,EMP1004,C1595,20-04-2020,1,2396
OID10392,PID2090,A155,EMP1038,C1084,30-12-2020,1,1338
OID10393,PID2023,A151,EMP1020,C1543,18-12-2020,1,818
OID10394,PID2095,A136,EMP1001,C1736,30-09-2020,1,1743
OID10397,PID2049,A124,EMP1036,C1082,06-10-2020,2,826
OID10398,PID2077,A158,EMP1009,C1103,10-03-2020,4,530
OID10402,PID2032,A159,EMP1044,C1237,16-10-2020,3,1967
OID10404,PID2015,A171,EMP1044,C1015,30-10-2020,1,637
OID10406,PID2010,A149,EMP1023,C1054,02-09-2020,3,1812
OID10412,PID2047,A130,EMP1002,C1666,22-01-2020,1,290
OID10415,PID2029,A159,EMP1006,C1625,16-01-2020,1,1848
OID10418,PID2083,A129,EMP1040,C1787,11-06-2020,3,2141
OID10422,PID2015,A137,EMP1006,C1514,05-02-2020,1,637
OID10424,PID2019,A107,EMP1021,C1151,21-08-2020,2,800
OID10437,PID2056,A127,EMP1038,C1654,04-01-2020,3,1635
OID10446,PID2042,A145,EMP1035,C1610,01-11-2020,4,203
OID10448,PID2005,A128,EMP1028,C1208,02-01-2020,2,684
OID10450,PID2020,A163,EMP1013,C1553,28-05-2020,1,2005
OID10451,PID2097,A143,EMP1021,C1299,09-11-2020,1,1052
OID10453,PID2100,A138,EMP1028,C1589,14-11-2020,1,799
OID10458,PID2026,A119,EMP1013,C1648,04-01-2020,4,947
OID10459,PID2017,A119,EMP1025,C1571,09-08-2020,2,35
OID10471,PID2081,A152,EMP1000,C1024,17-06-2020,2,1566
OID10483,PID2022,A123,EMP1034,C1562,14-03-2020,4,561
OID10489,PID2067,A117,EMP1002,C1306,28-01-2020,1,1119
OID10493,PID2001,A108,EMP1021,C1083,05-03-2020,1,951
OID10494,PID2029,A172,EMP1019,C1726,07-05-2020,1,1848
OID10500,PID2051,A118,EMP1044,C1673,05-09-2020,3,1077
OID10502,PID2086,A163,EMP1019,C1317,31-03-2020,2,123
OID10504,PID2054,A132,EMP1039,C1234,14-11-2020,1,127
OID10505,PID2041,A156,EMP1002,C1455,21-09-2020,4,1380
OID10506,PID2007,A118,EMP1009,C1715,20-04-2020,1,1405
OID10518,PID2028,A105,EMP1007,C1236,13-02-2020,3,2283
OID10523,PID2056,A166,EMP1033,C1710,05-12-2020,3,1635
OID10526,PID2040,A170,EMP1005,C1295,20-04-2020,1,1889
OID10531,PID2060,A136,EMP1011,C1683,14-02-2020,1,1467
OID10534,PID2077,A161,EMP1017,C1479,07-03-2020,1,530
OID10536,PID2043,A114,EMP1000,C1730,17-01-2020,1,545
OID10540,PID2024,A111,EMP1000,C1382,09-07-2020,1,356
OID10543,PID2034,A115,EMP1038,C1786,29-10-2020,1,871
OID10544,PID2069,A151,EMP1044,C1640,17-10-2020,1,378
OID10548,PID2048,A173,EMP1007,C1154,06-10-2020,3,502
OID10549,PID2020,A134,EMP1011,C1231,19-12-2020,1,2005
OID10551,PID2091,A131,EMP1012,C1769,28-04-2020,1,368
OID10555,PID2066,A160,EMP1015,C1280,26-03-2020,2,2091
OID10556,PID2097,A113,EMP1017,C1010,08-01-2020,1,1052
OID10558,PID2096,A100,EMP1018,C1720,10-02-2020,3,1587
OID10560,PID2029,A127,EMP1023,C1334,13-08-2020,3,1848
OID10561,PID2058,A113,EMP1014,C1431,12-10-2020,2,2257
OID10562,PID2081,A172,EMP1011,C1364,30-09-2020,1,1566
OID10563,PID2004,A164,EMP1025,C1045,16-01-2020,1,1278
OID10565,PID2056,A153,EMP1018,C1357,22-04-2020,2,1635
OID10567,PID2041,A119,EMP1033,C1775,21-02-2020,1,1380
OID10568,PID2051,A102,EMP1017,C1532,17-03-2020,1,1077
OID10570,PID2045,A157,EMP1000,C1124,09-11-2020,1,556
OID10571,PID2032,A158,EMP1012,C1395,27-10-2020,1,1967
OID10575,PID2077,A133,EMP1018,C1152,19-05-2020,1,530
OID10579,PID2042,A141,EMP1020,C1368,18-02-2020,2,203
OID10582,PID2070,A126,EMP1024,C1239,01-05-2020,2,1671
OID10584,PID2019,A142,EMP1039,C1682,18-11-2020,1,800
OID10590,PID2022,A139,EMP1027,C1625,17-08-2020,4,561
OID10593,PID2093,A142,EMP1022,C1559,18-02-2020,1,112
OID10596,PID2072,A103,EMP1023,C1317,16-02-2020,1,1887
OID10598,PID2078,A140,EMP1023,C1663,21-09-2020,2,1798
OID10605,PID2035,A130,EMP1037,C1767,14-09-2020,1,458
OID10608,PID2020,A173,EMP1001,C1720,20-03-2020,4,2005
OID10610,PID2063,A112,EMP1031,C1079,28-02-2020,1,1708
OID10611,PID2014,A151,EMP1007,C1126,20-04-2020,1,1809
OID10612,PID2006,A101,EMP1017,C1181,24-07-2020,1,1826
OID10615,PID2064,A151,EMP1038,C1190,13-01-2020,3,1414
OID10617,PID2018,A108,EMP1023,C1446,29-12-2020,1,1972
OID10619,PID2098,A121,EMP1038,C1247,30-12-2020,2,1178
OID10620,PID2077,A129,EMP1016,C1798,17-09-2020,1,530
OID10621,PID2038,A141,EMP1040,C1390,09-03-2020,1,392
OID10624,PID2068,A121,EMP1021,C1659,16-01-2020,2,1500
OID10627,PID2090,A122,EMP1038,C1092,15-02-2020,4,1338
OID10630,PID2042,A162,EMP1011,C1335,06-01-2020,3,203
OID10631,PID2077,A130,EMP1019,C1780,04-02-2020,1,530
OID10632,PID2036,A153,EMP1043,C1559,17-11-2020,4,1582
OID10633,PID2041,A148,EMP1031,C1038,15-07-2020,3,1380
OID10635,PID2044,A130,EMP1036,C1386,04-02-2020,3,886
OID10640,PID2008,A116,EMP1000,C1692,07-03-2020,3,315
OID10648,PID2017,A166,EMP1005,C1171,14-11-2020,1,35
OID10651,PID2049,A149,EMP1002,C1095,19-05-2020,4,826
OID10652,PID2045,A165,EMP1015,C1701,28-08-2020,3,556
OID10653,PID2060,A120,EMP1006,C1746,10-01-2020,1,1467
OID10655,PID2032,A101,EMP1040,C1532,30-09-2020,2,1967
OID10656,PID2013,A121,EMP1002,C1272,15-06-2020,1,368
OID10662,PID2055,A144,EMP1005,C1295,14-10-2020,2,2495
OID10663,PID2061,A119,EMP1041,C1528,29-04-2020,1,913
OID10665,PID2091,A137,EMP1034,C1655,19-04-2020,3,368
OID10667,PID2060,A163,EMP1035,C1640,21-12-2020,1,1467
OID10668,PID2060,A106,EMP1013,C1665,23-06-2020,3,1467
OID10671,PID2069,A130,EMP1027,C1075,18-03-2020,1,378
OID10673,PID2026,A105,EMP1025,C1611,08-08-2020,2,947
OID10674,PID2055,A133,EMP1029,C1414,23-05-2020,2,2495
OID10675,PID2051,A151,EMP1007,C1525,29-09-2020,3,1077
OID10677,PID2028,A136,EMP1018,C1024,29-03-2020,1,2283
OID10681,PID2052,A143,EMP1021,C1560,26-01-2020,4,1526
OID10689,PID2019,A120,EMP1016,C1728,04-05-2020,4,800
OID10691,PID2009,A101,EMP1019,C1333,28-08-2020,2,584
OID10694,PID2044,A111,EMP1018,C1766,14-11-2020,1,886
OID10695,PID2042,A131,EMP1016,C1541,09-05-2020,1,203
OID10696,PID2033,A140,EMP1039,C1514,15-08-2020,1,2182
OID10699,PID2004,A103,EMP1035,C1698,15-04-2020,2,1278
OID10701,PID2004,A130,EMP1035,C1508,21-04-2020,4,1278
OID10705,PID2083,A144,EMP1020,C1576,10-09-2020,1,2141
OID10711,PID2046,A167,EMP1015,C1611,21-09-2020,1,2410
OID10712,PID2035,A156,EMP1034,C1440,15-02-2020,1,458
OID10716,PID2054,A112,EMP1016,C1450,20-03-2020,2,127
OID10723,PID2097,A125,EMP1015,C1139,21-05-2020,2,1052
OID10724,PID2033,A150,EMP1017,C1500,24-10-2020,3,2182
OID10725,PID2065,A158,EMP1039,C1346,18-07-2020,4,2396
OID10727,PID2037,A158,EMP1041,C1143,25-08-2020,3,880
OID10729,PID2021,A115,EMP1034,C1148,09-01-2020,2,217
OID10730,PID2021,A144,EMP1008,C1414,17-08-2020,3,217
OID10731,PID2042,A167,EMP1020,C1285,10-01-2020,3,203
OID10737,PID2007,A100,EMP1017,C1626,03-02-2020,2,1405
OID10741,PID2040,A121,EMP1009,C1573,10-01-2020,1,1889
OID10745,PID2090,A159,EMP1041,C1438,25-03-2020,4,1338
OID10747,PID2039,A104,EMP1020,C1592,13-03-2020,1,817
OID10748,PID2000,A141,EMP1022,C1346,09-01-2020,4,2241
OID10757,PID2057,A130,EMP1000,C1042,05-04-2020,2,181
OID10760,PID2070,A156,EMP1015,C1599,10-03-2020,2,1671
OID10765,PID2027,A158,EMP1011,C1239,07-10-2020,1,2497
OID10766,PID2068,A153,EMP1019,C1599,16-09-2020,3,1500
OID10769,PID2043,A154,EMP1035,C1285,08-01-2020,1,545
OID10777,PID2088,A160,EMP1009,C1200,06-10-2020,1,603
OID10780,PID2046,A116,EMP1019,C1290,21-12-2020,4,2410
OID10786,PID2005,A152,EMP1015,C1701,18-06-2020,1,684
OID10789,PID2037,A157,EMP1005,C1476,12-08-2020,1,880
OID10791,PID2030,A122,EMP1001,C1215,26-11-2020,3,1899
OID10792,PID2097,A161,EMP1010,C1251,24-11-2020,1,1052
OID10794,PID2065,A166,EMP1043,C1760,07-07-2020,2,2396
OID10798,PID2072,A126,EMP1011,C1713,05-11-2020,4,1887
OID10800,PID2099,A115,EMP1025,C1082,08-04-2020,2,1367
OID10803,PID2032,A142,EMP1003,C1357,28-02-2020,4,1967
OID10810,PID2058,A147,EMP1027,C1704,24-10-2020,4,2257
OID10811,PID2100,A131,EMP1003,C1569,23-02-2020,1,799
OID10812,PID2094,A113,EMP1007,C1307,23-02-2020,3,771
OID10817,PID2063,A172,EMP1043,C1578,07-02-2020,1,1708
OID10819,PID2050,A128,EMP1017,C1600,22-01-2020,1,2391
OID10824,PID2068,A149,EMP1028,C1212,04-05-2020,1,1500
OID10825,PID2011,A102,EMP1030,C1714,25-05-2020,1,530
OID10827,PID2074,A166,EMP1001,C1678,05-06-2020,3,504
OID10830,PID2008,A108,EMP1026,C1395,04-07-2020,4,315
OID10833,PID2006,A131,EMP1026,C1533,04-05-2020,1,1826
OID10834,PID2041,A157,EMP1033,C1711,10-11-2020,4,1380
OID10835,PID2011,A126,EMP1021,C1242,26-04-2020,1,530
OID10836,PID2014,A130,EMP1003,C1200,15-03-2020,3,1809
OID10842,PID2047,A137,EMP1034,C1129,15-08-2020,2,290
OID10844,PID2046,A112,EMP1033,C1422,27-08-2020,1,2410
OID10852,PID2040,A145,EMP1021,C1349,14-08-2020,1,1889
OID10856,PID2036,A123,EMP1001,C1104,11-02-2020,1,1582
OID10859,PID2042,A112,EMP1042,C1435,09-07-2020,1,203
OID10862,PID2005,A136,EMP1031,C1671,18-07-2020,4,684
OID10865,PID2014,A102,EMP1035,C1171,28-02-2020,3,1809
OID10866,PID2076,A123,EMP1004,C1329,26-07-2020,1,1522
OID10867,PID2026,A110,EMP1020,C1189,20-08-2020,1,947
OID10868,PID2013,A124,EMP1041,C1756,05-12-2020,1,368
OID10869,PID2004,A156,EMP1025,C1771,20-08-2020,4,1278
OID10871,PID2085,A171,EMP1038,C1547,01-02-2020,1,1862
OID10873,PID2080,A161,EMP1011,C1283,18-10-2020,3,2353
OID10874,PID2099,A140,EMP1042,C1056,02-02-2020,3,1367
OID10877,PID2063,A166,EMP1022,C1515,30-12-2020,1,1708
OID10881,PID2040,A144,EMP1022,C1536,22-01-2020,3,1889
OID10882,PID2038,A144,EMP1025,C1576,05-10-2020,3,392
OID10883,PID2020,A156,EMP1013,C1224,08-06-2020,2,2005
OID10884,PID2088,A152,EMP1031,C1722,20-05-2020,1,603
OID10889,PID2073,A156,EMP1026,C1164,22-05-2020,1,95
OID10896,PID2022,A141,EMP1025,C1558,22-04-2020,2,561
OID10899,PID2042,A125,EMP1031,C1723,29-01-2020,1,203
OID10904,PID2053,A134,EMP1021,C1721,25-12-2020,1,596
OID10905,PID2013,A102,EMP1016,C1059,06-05-2020,1,368
OID10907,PID2003,A127,EMP1028,C1100,18-07-2020,1,1783
OID10908,PID2080,A110,EMP1026,C1246,10-01-2020,1,2353
OID10916,PID2060,A107,EMP1020,C1748,26-07-2020,2,1467
OID10923,PID2010,A124,EMP1011,C1540,15-06-2020,1,1812
OID10927,PID2022,A103,EMP1010,C1037,20-10-2020,1,561
OID10928,PID2035,A165,EMP1031,C1527,13-04-2020,1,458
OID10930,PID2048,A133,EMP1027,C1605,14-12-2020,1,502
OID10931,PID2023,A154,EMP1036,C1767,14-08-2020,1,818
OID10932,PID2085,A155,EMP1009,C1414,24-07-2020,1,1862
OID10934,PID2013,A115,EMP1034,C1704,02-12-2020,1,368
OID10943,PID2042,A125,EMP1025,C1287,09-04-2020,1,203
OID10945,PID2088,A159,EMP1006,C1782,24-01-2020,1,603
OID10950,PID2053,A146,EMP1000,C1364,05-04-2020,1,596
OID10953,PID2096,A152,EMP1024,C1630,24-02-2020,2,1587
OID10957,PID2057,A104,EMP1039,C1687,29-08-2020,2,181
OID10960,PID2003,A124,EMP1042,C1309,23-11-2020,3,1783
OID10961,PID2036,A147,EMP1023,C1243,08-12-2020,1,1582
OID10962,PID2042,A126,EMP1014,C1111,24-04-2020,4,203
OID10966,PID2043,A115,EMP1019,C1610,25-05-2020,1,545
OID10969,PID2027,A115,EMP1026,C1784,26-01-2020,1,2497
OID10981,PID2050,A118,EMP1019,C1770,08-04-2020,1,2391
OID10985,PID2082,A121,EMP1025,C1454,13-05-2020,2,1103
OID10986,PID2073,A161,EMP1006,C1158,04-08-2020,2,95
OID10987,PID2090,A166,EMP1028,C1664,07-03-2020,1,1338
OID10989,PID2078,A138,EMP1011,C1757,13-04-2020,2,1798
OID10990,PID2067,A128,EMP1024,C1202,17-04-2020,1,1119
OID10991,PID2092,A100,EMP1012,C1284,14-06-2020,1,1639
OID10992,PID2084,A118,EMP1037,C1330,25-09-2020,3,1783
OID10994,PID2078,A147,EMP1016,C1565,31-03-2020,3,1798
OID10995,PID2047,A172,EMP1017,C1688,13-11-2020,1,290
OID11000,PID2047,A165,EMP1036,C1753,29-08-2020,1,290
OID11007,PID2045,A145,EMP1042,C1685,18-10-2020,1,556
OID11009,PID2031,A151,EMP1008,C1716,14-11-2020,2,1638
OID11011,PID2088,A107,EMP1006,C1258,12-04-2020,1,603
OID11013,PID2087,A129,EMP1039,C1266,06-03-2020,1,1022
OID11017,PID2005,A129,EMP1036,C1708,05-06-2020,1,684
OID11018,PID2083,A161,EMP1025,C1482,24-02-2020,2,2141
OID11023,PID2099,A166,EMP1011,C1512,02-01-2020,4,1367
OID11026,PID2034,A172,EMP1025,C1190,05-02-2020,1,871
OID11031,PID2059,A164,EMP1014,C1202,06-01-2020,1,1494
OID11036,PID2046,A111,EMP1038,C1567,31-10-2020,1,2410
OID11037,PID2028,A147,EMP1037,C1714,20-02-2020,1,2283
OID11040,PID2098,A163,EMP1041,C1063,11-03-2020,3,1178
OID11043,PID2081,A103,EMP1020,C1326,15-04-2020,1,1566
OID11046,PID2059,A137,EMP1021,C1085,15-02-2020,4,1494
OID11050,PID2084,A104,EMP1014,C1345,03-04-2020,3,1783
OID11051,PID2005,A127,EMP1014,C1207,13-06-2020,1,684
OID11052,PID2015,A133,EMP1005,C1106,27-04-2020,2,637
OID11061,PID2078,A148,EMP1027,C1222,24-05-2020,1,1798
OID11064,PID2067,A145,EMP1023,C1080,11-04-2020,2,1119
OID11066,PID2085,A139,EMP1033,C1375,20-12-2020,2,1862
OID11070,PID2062,A123,EMP1018,C1281,03-03-2020,1,2464
OID11072,PID2010,A121,EMP1011,C1240,31-07-2020,1,1812
OID11073,PID2095,A126,EMP1039,C1539,23-03-2020,2,1743
OID11077,PID2089,A123,EMP1017,C1400,14-11-2020,1,2294
OID11078,PID2049,A126,EMP1038,C1249,04-11-2020,1,826
OID11080,PID2094,A143,EMP1042,C1354,15-09-2020,2,771
OID11082,PID2055,A151,EMP1009,C1373,03-04-2020,1,2495
OID11087,PID2038,A173,EMP1041,C1206,01-12-2020,2,392
OID11092,PID2032,A156,EMP1015,C1003,29-06-2020,3,1967
OID11095,PID2011,A136,EMP1011,C1702,30-11-2020,1,530
OID11097,PID2083,A136,EMP1028,C1022,20-02-2020,1,2141
OID11098,PID2057,A109,EMP1004,C1520,31-08-2020,4,181
OID11100,PID2029,A171,EMP1033,C1665,06-10-2020,1,1848
OID11102,PID2063,A113,EMP1003,C1076,25-08-2020,3,1708
OID11105,PID2035,A143,EMP1038,C1420,13-07-2020,2,458
OID11108,PID2091,A148,EMP1010,C1644,05-08-2020,1,368
OID11111,PID2016,A131,EMP1039,C1032,29-05-2020,1,1351
OID11112,PID2050,A106,EMP1027,C1605,05-07-2020,3,2391
OID11116,PID2029,A130,EMP1029,C1709,09-11-2020,1,1848
OID11119,PID2000,A110,EMP1040,C1722,16-03-2020,3,2241
OID11120,PID2067,A123,EMP1025,C1098,09-04-2020,3,1119
OID11124,PID2004,A144,EMP1012,C1791,10-10-2020,1,1278
OID11125,PID2097,A120,EMP1005,C1776,03-01-2020,2,1052
OID11130,PID2017,A133,EMP1034,C1568,10-10-2020,4,35
OID11131,PID2097,A132,EMP1006,C1093,28-04-2020,1,1052
OID11136,PID2027,A137,EMP1023,C1596,17-11-2020,4,2497
OID11138,PID2032,A125,EMP1021,C1298,12-10-2020,2,1967
OID11140,PID2024,A137,EMP1031,C1549,18-04-2020,2,356
OID11142,PID2083,A129,EMP1007,C1714,25-12-2020,3,2141
OID11146,PID2020,A147,EMP1021,C1225,21-04-2020,3,2005
OID11147,PID2010,A126,EMP1029,C1621,27-04-2020,4,1812
OID11148,PID2063,A140,EMP1038,C1300,26-08-2020,3,1708
OID11149,PID2007,A165,EMP1028,C1015,30-07-2020,1,1405
OID11150,PID2062,A131,EMP1007,C1564,14-11-2020,1,2464
OID11151,PID2046,A143,EMP1009,C1783,07-05-2020,1,2410
OID11153,PID2019,A104,EMP1004,C1045,26-12-2020,1,800
OID11154,PID2030,A108,EMP1009,C1502,13-07-2020,3,1899
OID11157,PID2031,A156,EMP1035,C1702,22-07-2020,2,1638
OID11158,PID2009,A119,EMP1020,C1764,30-10-2020,2,584
OID11162,PID2043,A103,EMP1021,C1343,19-08-2020,2,545
OID11163,PID2046,A151,EMP1003,C1419,18-05-2020,1,2410
OID11164,PID2046,A162,EMP1008,C1454,19-05-2020,2,2410
OID11167,PID2071,A159,EMP1024,C1456,25-12-2020,2,136
OID11168,PID2037,A172,EMP1021,C1024,22-12-2020,2,880
OID11176,PID2042,A128,EMP1038,C1001,27-09-2020,1,203
OID11181,PID2034,A129,EMP1033,C1724,20-04-2020,2,871
OID11182,PID2015,A145,EMP1024,C1746,14-01-2020,2,637
OID11184,PID2051,A140,EMP1028,C1463,11-11-2020,1,1077
OID11190,PID2030,A109,EMP1033,C1341,13-05-2020,2,1899
OID11192,PID2078,A100,EMP1008,C1373,06-09-2020,3,1798
OID11195,PID2091,A168,EMP1032,C1687,25-11-2020,4,368
OID11196,PID2062,A122,EMP1007,C1095,06-09-2020,4,2464
OID11200,PID2054,A170,EMP1002,C1055,26-02-2020,1,127
OID11201,PID2083,A113,EMP1008,C1649,02-08-2020,3,2141
OID11202,PID2015,A130,EMP1011,C1767,13-01-2020,4,637
OID11203,PID2080,A126,EMP1039,C1467,13-01-2020,3,2353
OID11204,PID2043,A124,EMP1000,C1747,14-04-2020,1,545
OID11205,PID2054,A172,EMP1015,C1719,08-11-2020,2,127
OID11216,PID2090,A118,EMP1043,C1454,09-12-2020,2,1338
