Order ID,Product ID,Location ID,Sales Person ID,Customer ID,Order Date,Quantity,Price
OID10161,PID2079,A107,EMP1034,C1266,14-09-2019,4,1725
OID10164,PID2048,A134,EMP1010,C1285,21-10-2019,1,502
OID10165,PID2025,A155,EMP1026,C1071,13-06-2019,1,667
OID10168,PID2048,A161,EMP1018,C1469,31-01-2019,4,502
OID10174,PID2033,A105,EMP1007,C1199,27-04-2019,4,2182
OID10175,PID2054,A107,EMP1030,C1415,28-05-2019,3,127
OID10178,PID2041,A100,EMP1030,C1690,30-12-2019,1,1380
OID10179,PID2097,A139,EMP1025,C1650,17-12-2019,4,1052
OID10181,PID2093,A140,EMP1017,C1658,27-10-2019,3,112
OID10185,PID2048,A150,EMP1005,C1329,03-10-2019,2,502
OID10189,PID2002,A111,EMP1030,C1590,27-09-2019,1,847
OID10190,PID2034,A152,EMP1015,C1206,15-11-2019,2,871
OID10192,PID2093,A168,EMP1016,C1251,27-02-2019,1,112
OID10193,PID2054,A139,EMP1004,C1679,06-08-2019,2,127
OID10194,PID2041,A106,EMP1005,C1417,11-11-2019,1,1380
OID10196,PID2083,A129,EMP1008,C1141,22-06-2019,1,2141
OID10202,PID2041,A107,EMP1032,C1663,28-03-2019,1,1380
OID10203,PID2070,A143,EMP1014,C1112,12-11-2019,1,1671
OID10205,PID2042,A168,EMP1040,C1306,08-12-2019,4,203
OID10206,PID2054,A107,EMP1011,C1387,08-02-2019,1,127
OID10210,PID2051,A164,EMP1028,C1781,13-02-2019,4,1077
OID10213,PID2049,A120,EMP1013,C1338,26-09-2019,2,826
OID10215,PID2089,A118,EMP1033,C1018,09-03-2019,2,2294
OID10216,PID2037,A106,EMP1025,C1077,11-10-2019,4,880
OID10221,PID2022,A121,EMP1019,C1705,21-09-2019,1,561
OID10222,PID2059,A117,EMP1012,C1168,07-10-2019,1,1494
OID10223,PID2036,A135,EMP1011,C1148,19-08-2019,1,1582
OID10226,PID2019,A125,EMP1021,C1259,11-12-2019,1,800
OID10231,PID2016,A163,EMP1013,C1465,21-01-2019,3,1351
OID10233,PID2020,A155,EMP1043,C1387,18-03-2019,3,2005
OID10235,PID2006,A124,EMP1037,C1083,18-11-2019,3,1826
OID10238,PID2038,A105,EMP1004,C1780,26-04-2019,1,392
OID10242,PID2017,A171,EMP1003,C1731,29-03-2019,1,35
OID10245,PID2053,A145,EMP1036,C1431,23-01-2019,1,596
OID10246,PID2056,A125,EMP1039,C1454,25-06-2019,1,1635
OID10247,PID2021,A111,EMP1041,C1507,26-09-2019,3,217
OID10256,PID2072,A125,EMP1029,C1310,11-02-2019,1,1887
OID10264,PID2042,A161,EMP1022,C1715,22-08-2019,2,203
OID10266,PID2027,A153,EMP1022,C1143,10-08-2019,1,2497
OID10271,PID2065,A151,EMP1006,C1534,17-01-2019,1,2396
OID10274,PID2018,A131,EMP1036,C1365,14-09-2019,1,1972
OID10278,PID2054,A160,EMP1023,C1620,30-03-2019,1,127
OID10279,PID2049,A140,EMP1001,C1434,25-12-2019,1,826
OID10280,PID2098,A131,EMP1039,C1070,04-06-2019,2,1178
OID10283,PID2039,A137,EMP1012,C1175,31-12-2019,1,817
OID10284,PID2028,A116,EMP1019,C1715,02-02-2019,4,2283
OID10291,PID2066,A127,EMP1024,C1499,02-10-2019,3,2091
OID10294,PID2006,A121,EMP1012,C1443,29-12-2019,4,1826
OID10299,PID2022,A143,EMP1022,C1304,29-12-2019,2,561
OID10301,PID2079,A164,EMP1019,C1015,22-02-2019,2,1725
OID10305,PID2080,A114,EMP1042,C1095,30-03-2019,3,2353
OID10306,PID2032,A150,EMP1025,C1307,04-11-2019,1,1967
OID10314,PID2096,A104,EMP1042,C1244,25-10-2019,3,1587
OID10319,PID2016,A158,EMP1016,C1094,29-03-2019,1,1351
OID10320,PID2016,A128,EMP1036,C1723,28-09-2019,2,1351
OID10326,PID2085,A108,EMP1044,C1212,27-12-2019,4,1862
OID10328,PID2018,A103,EMP1027,C1110,23-07-2019,3,1972
OID10336,PID2088,A155,EMP1012,C1654,26-11-2019,4,603
OID10338,PID2037,A129,EMP1007,C1383,01-01-2019,1,880
OID10340,PID2086,A166,EMP1018,C1548,11-02-2019,4,123
OID10341,PID2059,A155,EMP1039,C1035,25-09-2019,1,1494
OID10345,PID2087,A152,EMP1034,C1288,26-04-2019,1,1022
OID10347,PID2026,A101,EMP1015,C1304,21-07-2019,2,947
OID10348,PID2018,A131,EMP1020,C1019,21-08-2019,2,1972
OID10352,PID2084,A120,EMP1029,C1724,16-10-2019,2,1783
OID10353,PID2028,A172,EMP1004,C1509,28-07-2019,1,2283
OID10356,PID2081,A130,EMP1030,C1671,04-09-2019,3,1566
OID10358,PID2044,A120,EMP1008,C1130,09-06-2019,1,886
OID10362,PID2071,A169,EMP1019,C1322,18-01-2019,1,136
OID10363,PID2031,A108,EMP1001,C1394,01-05-2019,1,1638
OID10364,PID2080,A147,EMP1038,C1798,27-10-2019,3,2353
OID10365,PID2015,A125,EMP1013,C1679,04-06-2019,1,637
OID10367,PID2096,A113,EMP1008,C1751,19-07-2019,1,1587
OID10370,PID2011,A132,EMP1017,C1419,16-07-2019,1,530
OID10372,PID2063,A140,EMP1007,C1254,04-01-2019,3,1708
OID10373,PID2060,A136,EMP1035,C1229,29-11-2019,4,1467
OID10377,PID2086,A129,EMP1026,C1124,23-12-2019,2,123
OID10378,PID2007,A120,EMP1019,C1174,11-01-2019,1,1405
OID10380,PID2076,A110,EMP1035,C1062,23-01-2019,1,1522
OID10383,PID2040,A141,EMP1024,C1085,12-11-2019,2,1889
OID10390,PID2011,A151,EMP1006,C1422,11-03-2019,3,530
OID10395,PID2085,A111,EMP1017,C1402,20-11-2019,1,1862
OID10396,PID2044,A116,EMP1018,C1217,07-04-2019,1,886
OID10399,PID2084,A103,EMP1012,C1539,04-10-2019,1,1783
OID10400,PID2038,A138,EMP1032,C1490,18-10-2019,4,392
OID10401,PID2019,A156,EMP1011,C1618,29-06-2019,1,800
OID10403,PID2041,A124,EMP1042,C1717,23-04-2019,4,1380
OID10408,PID2069,A166,EMP1025,C1742,30-04-2019,1,378
OID10413,PID2000,A109,EMP1017,C1345,20-08-2019,1,2241
OID10414,PID2043,A170,EMP1039,C1096,30-10-2019,1,545
OID10417,PID2090,A151,EMP1024,C1132,02-10-2019,1,1338
OID10419,PID2017,A101,EMP1040,C1196,13-01-2019,1,35
OID10420,PID2010,A112,EMP1002,C1599,27-07-2019,1,1812
OID10421,PID2001,A112,EMP1033,C1041,25-01-2019,1,951
OID10423,PID2038,A130,EMP1037,C1446,01-01-2019,4,392
OID10425,PID2098,A120,EMP1002,C1682,26-09-2019,1,1178
OID10426,PID2088,A147,EMP1032,C1103,12-04-2019,1,603
OID10429,PID2014,A162,EMP1010,C1368,08-07-2019,4,1809
OID10430,PID2026,A136,EMP1034,C1055,19-08-2019,1,947
OID10431,PID2002,A113,EMP1007,C1660,09-04-2019,1,847
OID10434,PID2079,A166,EMP1034,C1465,01-02-2019,2,1725
OID10438,PID2081,A123,EMP1012,C1330,01-11-2019,2,1566
OID10440,PID2020,A116,EMP1008,C1265,06-02-2019,1,2005
OID10443,PID2057,A133,EMP1021,C1571,04-01-2019,1,181
OID10444,PID2034,A117,EMP1012,C1254,15-09-2019,3,871
OID10445,PID2053,A165,EMP1033,C1743,31-12-2019,4,596
OID10447,PID2057,A127,EMP1027,C1359,04-10-2019,1,181
OID10454,PID2084,A124,EMP1020,C1631,27-12-2019,1,1783
OID10462,PID2034,A113,EMP1003,C1188,27-05-2019,1,871
OID10464,PID2011,A125,EMP1025,C1330,16-01-2019,1,530
OID10465,PID2011,A100,EMP1025,C1076,12-10-2019,1,530
OID10466,PID2029,A154,EMP1022,C1126,17-10-2019,2,1848
OID10467,PID2040,A162,EMP1001,C1653,05-09-2019,2,1889
OID10469,PID2031,A120,EMP1037,C1736,13-05-2019,3,1638
OID10474,PID2040,A160,EMP1043,C1031,08-10-2019,1,1889
OID10475,PID2084,A154,EMP1007,C1219,17-07-2019,1,1783
OID10479,PID2041,A130,EMP1005,C1214,25-06-2019,1,1380
OID10480,PID2095,A125,EMP1040,C1213,30-05-2019,4,1743
OID10482,PID2052,A152,EMP1025,C1065,07-06-2019,2,1526
OID10485,PID2075,A159,EMP1018,C1586,20-12-2019,3,400
OID10486,PID2046,A111,EMP1016,C1196,18-09-2019,1,2410
OID10487,PID2091,A143,EMP1015,C1654,23-03-2019,3,368
OID10488,PID2028,A170,EMP1017,C1169,29-09-2019,1,2283
OID10490,PID2089,A169,EMP1025,C1595,08-04-2019,1,2294
OID10496,PID2076,A144,EMP1026,C1514,01-06-2019,4,1522
OID10498,PID2061,A166,EMP1043,C1647,28-03-2019,1,913
OID10499,PID2027,A142,EMP1013,C1793,28-08-2019,3,2497
OID10503,PID2009,A105,EMP1000,C1327,28-09-2019,1,584
OID10511,PID2095,A128,EMP1036,C1315,05-09-2019,1,1743
OID10514,PID2053,A120,EMP1020,C1750,19-11-2019,1,596
OID10515,PID2062,A143,EMP1019,C1712,16-01-2019,4,2464
OID10517,PID2018,A115,EMP1044,C1759,02-02-2019,3,1972
OID10520,PID2015,A166,EMP1033,C1170,25-05-2019,1,637
OID10522,PID2055,A148,EMP1011,C1569,28-05-2019,1,2495
OID10524,PID2078,A117,EMP1014,C1676,31-01-2019,1,1798
OID10529,PID2060,A162,EMP1040,C1524,29-09-2019,3,1467
OID10530,PID2052,A132,EMP1043,C1251,11-10-2019,4,1526
OID10532,PID2033,A156,EMP1012,C1100,27-01-2019,1,2182
OID10535,PID2058,A128,EMP1009,C1268,24-06-2019,1,2257
OID10537,PID2073,A124,EMP1022,C1408,08-01-2019,1,95
OID10538,PID2016,A130,EMP1013,C1537,18-11-2019,3,1351
OID10541,PID2076,A145,EMP1004,C1651,19-12-2019,2,1522
OID10542,PID2096,A107,EMP1000,C1011,13-09-2019,4,1587
OID10547,PID2080,A113,EMP1004,C1472,14-05-2019,4,2353
OID10550,PID2060,A100,EMP1005,C1175,14-01-2019,1,1467
OID10552,PID2095,A121,EMP1002,C1466,30-03-2019,1,1743
OID10553,PID2065,A155,EMP1036,C1695,28-03-2019,1,2396
OID10554,PID2001,A165,EMP1008,C1396,06-10-2019,2,951
OID10557,PID2000,A108,EMP1012,C1023,22-02-2019,1,2241
OID10559,PID2007,A111,EMP1037,C1575,27-09-2019,3,1405
OID10564,PID2005,A143,EMP1035,C1507,12-11-2019,1,684
OID10566,PID2031,A110,EMP1029,C1253,19-01-2019,4,1638
OID10574,PID2057,A124,EMP1010,C1648,04-10-2019,1,181
OID10576,PID2058,A141,EMP1039,C1310,14-12-2019,3,2257
OID10578,PID2081,A159,EMP1010,C1131,26-05-2019,1,1566
OID10580,PID2080,A115,EMP1029,C1660,25-05-2019,4,2353
OID10581,PID2072,A115,EMP1005,C1530,16-04-2019,3,1887
OID10586,PID2007,A125,EMP1005,C1701,07-09-2019,2,1405
OID10591,PID2018,A131,EMP1003,C1235,20-10-2019,1,1972
OID10599,PID2076,A115,EMP1034,C1370,08-03-2019,3,1522
OID10600,PID2031,A171,EMP1024,C1066,14-12-2019,4,1638
OID10601,PID2083,A169,EMP1018,C1275,18-03-2019,3,2141
OID10602,PID2072,A173,EMP1005,C1102,23-07-2019,2,1887
OID10604,PID2022,A162,EMP1038,C1653,20-01-2019,1,561
OID10606,PID2055,A159,EMP1043,C1077,08-06-2019,1,2495
OID10609,PID2058,A119,EMP1014,C1434,20-06-2019,1,2257
OID10613,PID2064,A125,EMP1022,C1778,20-10-2019,1,1414
OID10616,PID2042,A108,EMP1032,C1442,20-11-2019,3,203
OID10622,PID2048,A123,EMP1043,C1235,05-09-2019,4,502
OID10625,PID2003,A159,EMP1035,C1435,10-01-2019,2,1783
OID10628,PID2034,A127,EMP1023,C1357,16-12-2019,1,871
OID10629,PID2011,A129,EMP1017,C1034,01-01-2019,1,530
OID10637,PID2051,A170,EMP1021,C1653,06-11-2019,2,1077
OID10638,PID2017,A147,EMP1022,C1125,31-07-2019,3,35
OID10639,PID2028,A138,EMP1028,C1072,08-08-2019,1,2283
OID10642,PID2028,A143,EMP1040,C1499,15-09-2019,3,2283
OID10645,PID2086,A155,EMP1013,C1101,18-03-2019,1,123
OID10647,PID2080,A133,EMP1041,C1353,15-01-2019,2,2353
OID10658,PID2076,A172,EMP1033,C1405,31-08-2019,3,1522
OID10660,PID2097,A156,EMP1036,C1651,14-06-2019,1,1052
OID10666,PID2032,A158,EMP1029,C1528,22-07-2019,3,1967
OID10678,PID2041,A130,EMP1010,C1227,29-10-2019,3,1380
OID10679,PID2035,A169,EMP1015,C1719,10-02-2019,2,458
OID10680,PID2098,A172,EMP1028,C1296,31-05-2019,3,1178
OID10682,PID2058,A139,EMP1036,C1330,09-04-2019,1,2257
OID10686,PID2013,A106,EMP1013,C1274,20-10-2019,1,368
OID10687,PID2066,A113,EMP1035,C1617,23-07-2019,2,2091
OID10697,PID2070,A141,EMP1044,C1050,20-09-2019,4,1671
OID10698,PID2021,A157,EMP1030,C1626,14-07-2019,1,217
OID10704,PID2076,A123,EMP1022,C1227,31-07-2019,1,1522
OID10708,PID2087,A138,EMP1017,C1297,09-02-2019,1,1022
OID10709,PID2083,A144,EMP1033,C1473,08-08-2019,3,2141
OID10713,PID2025,A142,EMP1036,C1666,27-05-2019,1,667
OID10714,PID2081,A131,EMP1026,C1795,21-11-2019,4,1566
OID10717,PID2063,A104,EMP1003,C1626,11-12-2019,3,1708
OID10718,PID2008,A118,EMP1038,C1352,22-07-2019,4,315
OID10721,PID2005,A156,EMP1021,C1195,06-03-2019,3,684
OID10728,PID2033,A135,EMP1017,C1027,17-08-2019,1,2182
OID10732,PID2062,A169,EMP1025,C1619,06-07-2019,2,2464
OID10734,PID2069,A101,EMP1037,C1629,03-04-2019,1,378
OID10735,PID2059,A148,EMP1005,C1793,03-10-2019,3,1494
OID10736,PID2060,A171,EMP1003,C1641,14-03-2019,3,1467
OID10738,PID2004,A170,EMP1039,C1434,14-07-2019,3,1278
OID10740,PID2024,A105,EMP1019,C1135,20-04-2019,2,356
OID10742,PID2058,A143,EMP1003,C1700,13-10-2019,1,2257
OID10746,PID2053,A102,EMP1013,C1061,15-10-2019,3,596
OID10749,PID2025,A123,EMP1025,C1000,16-06-2019,1,667
OID10751,PID2065,A130,EMP1017,C1487,24-03-2019,1,2396
OID10752,PID2099,A137,EMP1023,C1419,07-08-2019,1,1367
OID10753,PID2031,A154,EMP1015,C1709,11-06-2019,3,1638
OID10754,PID2024,A133,EMP1003,C1326,06-11-2019,1,356
OID10755,PID2088,A123,EMP1023,C1169,19-05-2019,2,603
OID10756,PID2013,A105,EMP1033,C1106,10-11-2019,2,368
OID10758,PID2061,A142,EMP1019,C1144,14-05-2019,1,913
OID10761,PID2085,A142,EMP1024,C1475,03-06-2019,1,1862
OID10762,PID2009,A148,EMP1001,C1517,02-03-2019,3,584
OID10763,PID2039,A159,EMP1020,C1728,22-02-2019,3,817
OID10764,PID2083,A130,EMP1003,C1235,16-11-2019,4,2141
OID10767,PID2040,A151,EMP1043,C1157,18-08-2019,3,1889
OID10770,PID2084,A114,EMP1040,C1188,07-09-2019,4,1783
OID10772,PID2073,A105,EMP1038,C1716,26-06-2019,1,95
OID10774,PID2021,A118,EMP1002,C1635,25-12-2019,2,217
OID10776,PID2097,A170,EMP1002,C1088,23-05-2019,1,1052
OID10781,PID2015,A113,EMP1043,C1232,19-04-2019,1,637
OID10782,PID2064,A117,EMP1006,C1149,31-08-2019,4,1414
OID10784,PID2086,A119,EMP1031,C1187,07-12-2019,1,123
OID10785,PID2037,A118,EMP1017,C1195,05-05-2019,1,880
OID10787,PID2051,A149,EMP1029,C1147,13-08-2019,3,1077
OID10790,PID2045,A156,EMP1031,C1301,21-06-2019,2,556
OID10793,PID2001,A153,EMP1032,C1555,20-02-2019,1,951
OID10795,PID2062,A116,EMP1018,C1150,16-08-2019,3,2464
OID10796,PID2053,A126,EMP1040,C1714,05-12-2019,4,596
OID10797,PID2002,A140,EMP1024,C1170,28-02-2019,2,847
OID10804,PID2035,A146,EMP1033,C1462,03-10-2019,3,458
OID10805,PID2023,A110,EMP1008,C1221,27-11-2019,1,818
OID10806,PID2059,A104,EMP1019,C1670,13-06-2019,4,1494
OID10809,PID2058,A162,EMP1004,C1279,20-03-2019,3,2257
OID10813,PID2025,A136,EMP1006,C1445,10-03-2019,1,667
OID10818,PID2049,A156,EMP1007,C1183,01-04-2019,1,826
OID10822,PID2017,A140,EMP1024,C1270,07-04-2019,1,35
OID10828,PID2078,A125,EMP1002,C1476,04-10-2019,2,1798
OID10838,PID2100,A155,EMP1023,C1229,11-01-2019,1,799
OID10840,PID2027,A132,EMP1008,C1115,05-06-2019,1,2497
OID10841,PID2042,A153,EMP1044,C1198,28-10-2019,3,203
OID10846,PID2095,A120,EMP1039,C1169,15-03-2019,2,1743
OID10848,PID2017,A106,EMP1011,C1250,29-01-2019,1,35
OID10849,PID2051,A172,EMP1024,C1584,07-12-2019,2,1077
OID10851,PID2051,A120,EMP1017,C1450,03-09-2019,1,1077
OID10853,PID2026,A122,EMP1043,C1056,30-01-2019,3,947
OID10854,PID2006,A163,EMP1008,C1276,07-08-2019,1,1826
OID10858,PID2089,A158,EMP1009,C1166,20-12-2019,3,2294
OID10860,PID2060,A122,EMP1026,C1349,18-06-2019,1,1467
OID10861,PID2038,A105,EMP1035,C1590,28-11-2019,1,392
OID10863,PID2011,A133,EMP1030,C1574,18-04-2019,3,530
OID10864,PID2014,A144,EMP1000,C1778,16-05-2019,1,1809
OID10870,PID2069,A146,EMP1026,C1338,29-07-2019,1,378
OID10875,PID2052,A144,EMP1024,C1414,26-04-2019,1,1526
OID10876,PID2006,A114,EMP1009,C1661,30-07-2019,1,1826
OID10885,PID2015,A150,EMP1022,C1653,25-08-2019,1,637
OID10890,PID2012,A119,EMP1003,C1579,08-10-2019,1,1353
OID10892,PID2000,A140,EMP1022,C1358,18-02-2019,1,2241
OID10895,PID2030,A137,EMP1037,C1571,06-10-2019,1,1899
OID10897,PID2096,A120,EMP1003,C1719,22-05-2019,2,1587
OID10898,PID2019,A130,EMP1020,C1619,24-10-2019,1,800
OID10900,PID2036,A171,EMP1012,C1552,02-01-2019,1,1582
OID10901,PID2032,A138,EMP1012,C1395,08-02-2019,4,1967
OID10903,PID2058,A143,EMP1016,C1224,16-09-2019,1,2257
OID10909,PID2072,A148,EMP1023,C1221,03-05-2019,1,1887
OID10911,PID2095,A111,EMP1029,C1238,22-02-2019,3,1743
OID10912,PID2047,A114,EMP1044,C1117,05-11-2019,1,290
OID10914,PID2040,A127,EMP1032,C1336,24-02-2019,3,1889
OID10917,PID2055,A145,EMP1029,C1087,21-09-2019,2,2495
OID10918,PID2046,A151,EMP1007,C1498,02-04-2019,1,2410
OID10922,PID2015,A131,EMP1008,C1432,29-09-2019,1,637
OID10926,PID2096,A115,EMP1016,C1700,07-02-2019,1,1587
OID10929,PID2089,A103,EMP1038,C1101,28-03-2019,1,2294
OID10933,PID2006,A160,EMP1026,C1020,15-12-2019,1,1826
OID10937,PID2083,A164,EMP1029,C1651,11-09-2019,1,2141
OID10940,PID2066,A161,EMP1041,C1004,27-01-2019,4,2091
OID10941,PID2063,A130,EMP1042,C1410,10-08-2019,4,1708
OID10942,PID2098,A134,EMP1036,C1054,31-10-2019,2,1178
OID10944,PID2005,A118,EMP1027,C1039,09-12-2019,4,684
OID10946,PID2016,A140,EMP1025,C1104,08-02-2019,1,1351
OID10949,PID2036,A139,EMP1014,C1685,07-01-2019,2,1582
OID10952,PID2055,A106,EMP1029,C1425,13-05-2019,1,2495
OID10954,PID2077,A119,EMP1012,C1350,26-03-2019,1,530
OID10958,PID2044,A120,EMP1022,C1104,28-04-2019,1,886
OID10959,PID2004,A171,EMP1044,C1701,14-11-2019,4,1278
OID10964,PID2063,A127,EMP1032,C1369,29-08-2019,4,1708
OID10965,PID2018,A124,EMP1016,C1370,21-11-2019,1,1972
OID10972,PID2071,A145,EMP1009,C1761,31-10-2019,2,136
OID10974,PID2079,A117,EMP1027,C1077,26-07-2019,4,1725
OID10975,PID2087,A150,EMP1043,C1394,29-08-2019,1,1022
OID10976,PID2099,A143,EMP1005,C1789,18-12-2019,3,1367
OID10977,PID2027,A144,EMP1030,C1125,18-05-2019,4,2497
OID10978,PID2046,A105,EMP1038,C1506,19-12-2019,3,2410
OID10979,PID2092,A103,EMP1001,C1339,04-04-2019,2,1639
OID10980,PID2093,A111,EMP1033,C1664,17-07-2019,3,112
OID10982,PID2089,A129,EMP1037,C1368,05-03-2019,2,2294
OID10983,PID2057,A143,EMP1021,C1374,03-10-2019,4,181
OID10993,PID2078,A112,EMP1022,C1670,06-09-2019,3,1798
OID10996,PID2074,A123,EMP1039,C1440,29-05-2019,1,504
OID10999,PID2031,A117,EMP1015,C1568,30-04-2019,1,1638
OID11001,PID2090,A109,EMP1024,C1783,06-09-2019,3,1338
OID11002,PID2087,A142,EMP1034,C1492,31-05-2019,4,1022
OID11004,PID2097,A144,EMP1022,C1140,20-05-2019,1,1052
OID11014,PID2081,A160,EMP1040,C1734,07-11-2019,2,1566
OID11015,PID2077,A119,EMP1006,C1305,09-07-2019,2,530
OID11016,PID2093,A150,EMP1039,C1625,29-09-2019,2,112
OID11019,PID2023,A132,EMP1039,C1445,05-04-2019,3,818
OID11020,PID2027,A161,EMP1034,C1646,24-05-2019,1,2497
OID11021,PID2005,A116,EMP1015,C1320,17-08-2019,1,684
OID11022,PID2091,A154,EMP1034,C1418,06-11-2019,1,368
OID11025,PID2054,A116,EMP1008,C1105,17-09-2019,4,127
OID11028,PID2020,A171,EMP1029,C1653,26-11-2019,1,2005
OID11032,PID2086,A138,EMP1019,C1469,14-08-2019,4,123
OID11033,PID2008,A148,EMP1042,C1171,01-10-2019,2,315
OID11034,PID2020,A133,EMP1039,C1307,29-04-2019,1,2005
OID11041,PID2040,A127,EMP1005,C1479,28-09-2019,1,1889
OID11057,PID2005,A122,EMP1043,C1476,26-03-2019,4,684
OID11058,PID2090,A171,EMP1029,C1411,15-03-2019,3,1338
OID11059,PID2024,A100,EMP1018,C1154,11-02-2019,3,356
OID11067,PID2021,A102,EMP1031,C1369,22-09-2019,3,217
OID11069,PID2051,A153,EMP1000,C1478,13-04-2019,2,1077
OID11079,PID2041,A117,EMP1031,C1409,18-05-2019,1,1380
OID11083,PID2004,A119,EMP1030,C1474,15-09-2019,1,1278
OID11085,PID2047,A142,EMP1007,C1029,07-05-2019,2,290
OID11088,PID2014,A168,EMP1033,C1474,27-07-2019,1,1809
OID11089,PID2074,A118,EMP1013,C1506,23-06-2019,1,504
OID11090,PID2022,A159,EMP1019,C1253,02-12-2019,1,561
OID11093,PID2042,A130,EMP1016,C1324,10-11-2019,1,203
OID11094,PID2074,A146,EMP1043,C1181,03-02-2019,3,504
OID11106,PID2063,A150,EMP1008,C1152,06-04-2019,1,1708
OID11107,PID2016,A108,EMP1012,C1607,17-02-2019,1,1351
OID11110,PID2082,A157,EMP1014,C1651,04-11-2019,2,1103
OID11113,PID2003,A136,EMP1000,C1087,23-11-2019,3,1783
OID11114,PID2075,A142,EMP1000,C1392,27-06-2019,1,400
OID11115,PID2084,A104,EMP1025,C1170,02-01-2019,1,1783
OID11117,PID2042,A108,EMP1033,C1025,28-02-2019,1,203
OID11123,PID2078,A173,EMP1007,C1165,17-02-2019,3,1798
OID11127,PID2069,A130,EMP1021,C1216,20-01-2019,2,378
OID11129,PID2018,A104,EMP1034,C1334,23-11-2019,1,1972
OID11132,PID2070,A169,EMP1017,C1386,08-06-2019,1,1671
OID11135,PID2015,A112,EMP1007,C1576,07-02-2019,1,637
OID11144,PID2082,A119,EMP1002,C1612,27-12-2019,3,1103
OID11145,PID2082,A104,EMP1010,C1504,15-07-2019,1,1103
OID11152,PID2095,A128,EMP1030,C1487,01-03-2019,2,1743
OID11155,PID2061,A110,EMP1042,C1287,22-06-2019,1,913
OID11156,PID2024,A110,EMP1044,C1220,02-03-2019,4,356
